Model: ms_clap
Channel: [<dasp_pytorch.modules.ParametricEQ object at 0x7fcd3dbda040>]
Learning Rate: 0.01
Iteration 80: roll_amount: [164372]
Iteration 81: roll_amount: [199889]
Iteration 82: roll_amount: [118192]
Iteration 83: roll_amount: [152024]
Iteration 84: roll_amount: [195903]
Iteration 85: roll_amount: [308845]
Iteration 86: roll_amount: [16091]
Iteration 87: roll_amount: [313671]
Iteration 88: roll_amount: [12011]
Iteration 89: roll_amount: [218732]
Iteration 90: roll_amount: [439283]
Iteration 91: roll_amount: [58891]
Iteration 92: roll_amount: [261475]
Iteration 93: roll_amount: [142823]
Iteration 94: roll_amount: [115487]
Iteration 95: roll_amount: [214814]
Iteration 96: roll_amount: [402781]
Iteration 97: roll_amount: [217681]
Iteration 98: roll_amount: [334785]
Iteration 99: roll_amount: [339602]
Iteration 100: roll_amount: [9447]
Iteration 101: roll_amount: [368111]
Iteration 102: roll_amount: [67955]
Iteration 103: roll_amount: [54796]
Iteration 104: roll_amount: [142820]
Iteration 105: roll_amount: [226792]
Iteration 106: roll_amount: [380551]
Iteration 107: roll_amount: [314874]
Iteration 108: roll_amount: [127150]
Iteration 109: roll_amount: [335346]
Iteration 110: roll_amount: [419425]
Iteration 111: roll_amount: [274312]
Iteration 112: roll_amount: [106884]
Iteration 113: roll_amount: [304542]
Iteration 114: roll_amount: [55608]
Iteration 115: roll_amount: [286867]
Iteration 116: roll_amount: [249309]
Iteration 117: roll_amount: [15943]
Iteration 118: roll_amount: [38104]
Iteration 119: roll_amount: [112713]
Iteration 120: roll_amount: [49768]
Iteration 121: roll_amount: [264079]
Iteration 122: roll_amount: [358596]
Iteration 123: roll_amount: [383474]
Iteration 124: roll_amount: [344380]
Iteration 125: roll_amount: [391560]
Iteration 126: roll_amount: [80361]
Iteration 127: roll_amount: [294295]
Iteration 128: roll_amount: [387526]
Iteration 129: roll_amount: [365658]
Iteration 130: roll_amount: [93384]
Iteration 131: roll_amount: [330477]
Iteration 132: roll_amount: [43162]
Iteration 133: roll_amount: [339943]
Iteration 134: roll_amount: [382560]
Iteration 135: roll_amount: [198117]
Iteration 136: roll_amount: [144779]
Iteration 137: roll_amount: [262822]
Iteration 138: roll_amount: [125084]
Iteration 139: roll_amount: [197636]
Iteration 140: roll_amount: [94087]
Iteration 141: roll_amount: [385443]
Iteration 142: roll_amount: [263340]
Iteration 143: roll_amount: [218789]
Iteration 144: roll_amount: [70445]
Iteration 145: roll_amount: [47081]
Iteration 146: roll_amount: [382818]
Iteration 147: roll_amount: [353453]
Iteration 148: roll_amount: [174138]
Iteration 149: roll_amount: [357565]
Iteration 150: roll_amount: [336043]
Iteration 151: roll_amount: [334901]
Iteration 152: roll_amount: [207798]
Iteration 153: roll_amount: [391483]
Iteration 154: roll_amount: [232259]
Iteration 155: roll_amount: [241103]
Iteration 156: roll_amount: [331699]
Iteration 157: roll_amount: [413425]
Iteration 158: roll_amount: [1633]
Iteration 159: roll_amount: [390721]
Iteration 160: roll_amount: [372930]
Iteration 161: roll_amount: [247540]
Iteration 162: roll_amount: [84022]
Iteration 163: roll_amount: [427211]
Iteration 164: roll_amount: [123977]
Iteration 165: roll_amount: [382395]
Iteration 166: roll_amount: [169178]
Iteration 167: roll_amount: [412134]
Iteration 168: roll_amount: [408433]
Iteration 169: roll_amount: [14032]
Iteration 170: roll_amount: [357262]
Iteration 171: roll_amount: [34519]
Iteration 172: roll_amount: [343819]
Iteration 173: roll_amount: [439617]
Iteration 174: roll_amount: [372785]
Iteration 175: roll_amount: [343976]
Iteration 176: roll_amount: [37505]
Iteration 177: roll_amount: [252297]
Iteration 178: roll_amount: [338337]
Iteration 179: roll_amount: [268423]
Iteration 180: roll_amount: [69052]
Iteration 181: roll_amount: [267826]
Iteration 182: roll_amount: [359539]
Iteration 183: roll_amount: [94318]
Iteration 184: roll_amount: [109598]
Iteration 185: roll_amount: [109050]
Iteration 186: roll_amount: [259931]
Iteration 187: roll_amount: [57756]
Iteration 188: roll_amount: [277449]
Iteration 189: roll_amount: [19455]
Iteration 190: roll_amount: [272733]
Iteration 191: roll_amount: [239863]
Iteration 192: roll_amount: [22489]
Iteration 193: roll_amount: [280324]
Iteration 194: roll_amount: [141669]
Iteration 195: roll_amount: [65760]
Iteration 196: roll_amount: [429400]
Iteration 197: roll_amount: [335791]
Iteration 198: roll_amount: [65329]
Iteration 199: roll_amount: [447388]
Iteration 200: roll_amount: [243081]
Iteration 201: roll_amount: [241805]
Iteration 202: roll_amount: [435849]
Iteration 203: roll_amount: [20138]
Iteration 204: roll_amount: [408925]
Iteration 205: roll_amount: [104360]
Iteration 206: roll_amount: [293411]
Iteration 207: roll_amount: [228251]
Iteration 208: roll_amount: [243957]
Iteration 209: roll_amount: [61882]
Iteration 210: roll_amount: [308223]
Iteration 211: roll_amount: [205422]
Iteration 212: roll_amount: [268285]
Iteration 213: roll_amount: [429514]
Iteration 214: roll_amount: [125285]
Iteration 215: roll_amount: [159817]
Iteration 216: roll_amount: [43195]
Iteration 217: roll_amount: [420939]
Iteration 218: roll_amount: [359742]
Iteration 219: roll_amount: [227622]
Iteration 220: roll_amount: [364313]
Iteration 221: roll_amount: [141908]
Iteration 222: roll_amount: [214491]
Iteration 223: roll_amount: [425072]
Iteration 224: roll_amount: [12287]
Iteration 225: roll_amount: [161827]
Iteration 226: roll_amount: [74954]
Iteration 227: roll_amount: [451131]
Iteration 228: roll_amount: [132497]
Iteration 229: roll_amount: [196172]
Iteration 230: roll_amount: [305571]
Iteration 231: roll_amount: [348614]
Iteration 232: roll_amount: [194404]
Iteration 233: roll_amount: [313699]
Iteration 234: roll_amount: [79660]
Iteration 235: roll_amount: [317680]
Iteration 236: roll_amount: [233805]
Iteration 237: roll_amount: [279119]
Iteration 238: roll_amount: [138059]
Iteration 239: roll_amount: [140160]
Iteration 240: roll_amount: [349901]
Iteration 241: roll_amount: [355133]
Iteration 242: roll_amount: [431023]
Iteration 243: roll_amount: [277999]
Iteration 244: roll_amount: [404376]
Iteration 245: roll_amount: [73225]
Iteration 246: roll_amount: [31109]
Iteration 247: roll_amount: [262687]
Iteration 248: roll_amount: [115345]
Iteration 249: roll_amount: [27378]
Iteration 250: roll_amount: [66295]
Iteration 251: roll_amount: [23228]
Iteration 252: roll_amount: [329763]
Iteration 253: roll_amount: [33975]
Iteration 254: roll_amount: [325716]
Iteration 255: roll_amount: [375842]
Iteration 256: roll_amount: [258086]
Iteration 257: roll_amount: [380967]
Iteration 258: roll_amount: [441245]
Iteration 259: roll_amount: [257340]
Iteration 260: roll_amount: [279433]
Iteration 261: roll_amount: [438204]
Iteration 262: roll_amount: [330428]
Iteration 263: roll_amount: [287218]
Iteration 264: roll_amount: [254925]
Iteration 265: roll_amount: [231521]
Iteration 266: roll_amount: [80628]
Iteration 267: roll_amount: [241140]
Iteration 268: roll_amount: [169608]
Iteration 269: roll_amount: [381845]
Iteration 270: roll_amount: [92650]
Iteration 271: roll_amount: [359301]
Iteration 272: roll_amount: [205896]
Iteration 273: roll_amount: [259831]
Iteration 274: roll_amount: [12495]
Iteration 275: roll_amount: [209557]
Iteration 276: roll_amount: [440732]
Iteration 277: roll_amount: [106337]
Iteration 278: roll_amount: [95690]
Iteration 279: roll_amount: [420921]
Iteration 280: roll_amount: [201221]
Iteration 281: roll_amount: [51277]
Iteration 282: roll_amount: [50433]
Iteration 283: roll_amount: [323911]
Iteration 284: roll_amount: [310254]
Iteration 285: roll_amount: [179889]
Iteration 286: roll_amount: [238055]
Iteration 287: roll_amount: [392556]
Iteration 288: roll_amount: [173393]
Iteration 289: roll_amount: [252490]
Iteration 290: roll_amount: [350504]
Iteration 291: roll_amount: [95033]
Iteration 292: roll_amount: [115148]
Iteration 293: roll_amount: [96491]
Iteration 294: roll_amount: [160005]
Iteration 295: roll_amount: [12913]
Iteration 296: roll_amount: [242271]
Iteration 297: roll_amount: [312647]
Iteration 298: roll_amount: [117600]
Iteration 299: roll_amount: [221647]
Iteration 300: roll_amount: [34262]
Iteration 301: roll_amount: [71028]
Iteration 302: roll_amount: [90514]
Iteration 303: roll_amount: [69871]
Iteration 304: roll_amount: [356229]
Iteration 305: roll_amount: [212525]
Iteration 306: roll_amount: [261659]
Iteration 307: roll_amount: [81802]
Iteration 308: roll_amount: [293304]
Iteration 309: roll_amount: [17841]
Iteration 310: roll_amount: [128198]
Iteration 311: roll_amount: [312902]
Iteration 312: roll_amount: [233892]
Iteration 313: roll_amount: [211373]
Iteration 314: roll_amount: [243947]
Iteration 315: roll_amount: [3752]
Iteration 316: roll_amount: [351292]
Iteration 317: roll_amount: [24299]
Iteration 318: roll_amount: [382670]
Iteration 319: roll_amount: [84579]
Iteration 320: roll_amount: [157300]
Iteration 321: roll_amount: [151113]
Iteration 322: roll_amount: [127829]
Iteration 323: roll_amount: [206045]
Iteration 324: roll_amount: [446794]
Iteration 325: roll_amount: [129473]
Iteration 326: roll_amount: [113993]
Iteration 327: roll_amount: [322160]
Iteration 328: roll_amount: [209441]
Iteration 329: roll_amount: [221482]
Iteration 330: roll_amount: [220148]
Iteration 331: roll_amount: [204840]
Iteration 332: roll_amount: [401884]
Iteration 333: roll_amount: [230122]
Iteration 334: roll_amount: [168241]
Iteration 335: roll_amount: [438203]
Iteration 336: roll_amount: [342333]
Iteration 337: roll_amount: [354503]
Iteration 338: roll_amount: [413098]
Iteration 339: roll_amount: [345224]
Iteration 340: roll_amount: [328464]
Iteration 341: roll_amount: [242074]
Iteration 342: roll_amount: [3434]
Iteration 343: roll_amount: [338957]
Iteration 344: roll_amount: [181606]
Iteration 345: roll_amount: [212172]
Iteration 346: roll_amount: [189796]
Iteration 347: roll_amount: [19008]
Iteration 348: roll_amount: [232261]
Iteration 349: roll_amount: [204943]
Iteration 350: roll_amount: [436993]
Iteration 351: roll_amount: [368303]
Iteration 352: roll_amount: [178400]
Iteration 353: roll_amount: [350963]
Iteration 354: roll_amount: [361694]
Iteration 355: roll_amount: [135567]
Iteration 356: roll_amount: [437211]
Iteration 357: roll_amount: [263896]
Iteration 358: roll_amount: [63260]
Iteration 359: roll_amount: [24769]
Iteration 360: roll_amount: [362465]
Iteration 361: roll_amount: [158001]
Iteration 362: roll_amount: [180167]
Iteration 363: roll_amount: [163149]
Iteration 364: roll_amount: [55918]
Iteration 365: roll_amount: [238853]
Iteration 366: roll_amount: [336690]
Iteration 367: roll_amount: [122303]
Iteration 368: roll_amount: [170457]
Iteration 369: roll_amount: [153302]
Iteration 370: roll_amount: [33506]
Iteration 371: roll_amount: [35257]
Iteration 372: roll_amount: [183269]
Iteration 373: roll_amount: [287636]
Iteration 374: roll_amount: [47876]
Iteration 375: roll_amount: [277809]
Iteration 376: roll_amount: [431753]
Iteration 377: roll_amount: [403862]
Iteration 378: roll_amount: [128677]
Iteration 379: roll_amount: [299128]
Iteration 380: roll_amount: [105832]
Iteration 381: roll_amount: [331646]
Iteration 382: roll_amount: [52859]
Iteration 383: roll_amount: [141532]
Iteration 384: roll_amount: [156470]
Iteration 385: roll_amount: [269843]
Iteration 386: roll_amount: [439213]
Iteration 387: roll_amount: [245883]
Iteration 388: roll_amount: [210600]
Iteration 389: roll_amount: [121945]
Iteration 390: roll_amount: [282848]
Iteration 391: roll_amount: [236066]
Iteration 392: roll_amount: [113619]
Iteration 393: roll_amount: [148049]
Iteration 394: roll_amount: [295846]
Iteration 395: roll_amount: [104226]
Iteration 396: roll_amount: [270378]
Iteration 397: roll_amount: [244209]
Iteration 398: roll_amount: [227528]
Iteration 399: roll_amount: [1124]
Iteration 400: roll_amount: [16832]
Iteration 401: roll_amount: [21271]
Iteration 402: roll_amount: [301861]
Iteration 403: roll_amount: [389631]
Iteration 404: roll_amount: [445287]
Iteration 405: roll_amount: [166861]
Iteration 406: roll_amount: [412202]
Iteration 407: roll_amount: [335603]
Iteration 408: roll_amount: [215306]
Iteration 409: roll_amount: [289842]
Iteration 410: roll_amount: [125371]
Iteration 411: roll_amount: [362659]
Iteration 412: roll_amount: [369933]
Iteration 413: roll_amount: [189396]
Iteration 414: roll_amount: [217867]
Iteration 415: roll_amount: [263984]
Iteration 416: roll_amount: [388158]
Iteration 417: roll_amount: [287513]
Iteration 418: roll_amount: [205548]
Iteration 419: roll_amount: [41478]
Iteration 420: roll_amount: [303651]
Iteration 421: roll_amount: [73804]
Iteration 422: roll_amount: [423368]
Iteration 423: roll_amount: [182076]
Iteration 424: roll_amount: [12218]
Iteration 425: roll_amount: [201312]
Iteration 426: roll_amount: [321901]
Iteration 427: roll_amount: [1274]
Iteration 428: roll_amount: [392945]
Iteration 429: roll_amount: [364975]
Iteration 430: roll_amount: [341068]
Iteration 431: roll_amount: [279466]
Iteration 432: roll_amount: [303157]
Iteration 433: roll_amount: [129839]
Iteration 434: roll_amount: [116676]
Iteration 435: roll_amount: [386997]
Iteration 436: roll_amount: [798]
Iteration 437: roll_amount: [271861]
Iteration 438: roll_amount: [133123]
Iteration 439: roll_amount: [90924]
Iteration 440: roll_amount: [331630]
Iteration 441: roll_amount: [411565]
Iteration 442: roll_amount: [348368]
Iteration 443: roll_amount: [151456]
Iteration 444: roll_amount: [406769]
Iteration 445: roll_amount: [416976]
Iteration 446: roll_amount: [382467]
Iteration 447: roll_amount: [216724]
Iteration 448: roll_amount: [234891]
Iteration 449: roll_amount: [224159]
Iteration 450: roll_amount: [255769]
Iteration 451: roll_amount: [128216]
Iteration 452: roll_amount: [430335]
Iteration 453: roll_amount: [307518]
Iteration 454: roll_amount: [12371]
Iteration 455: roll_amount: [8744]
Iteration 456: roll_amount: [321233]
Iteration 457: roll_amount: [212430]
Iteration 458: roll_amount: [326262]
Iteration 459: roll_amount: [364643]
Iteration 460: roll_amount: [33197]
Iteration 461: roll_amount: [214820]
Iteration 462: roll_amount: [133220]
Iteration 463: roll_amount: [285180]
Iteration 464: roll_amount: [94231]
Iteration 465: roll_amount: [288145]
Iteration 466: roll_amount: [442407]
Iteration 467: roll_amount: [389643]
Iteration 468: roll_amount: [421048]
Iteration 469: roll_amount: [229530]
Iteration 470: roll_amount: [262979]
Iteration 471: roll_amount: [245059]
Iteration 472: roll_amount: [389882]
Iteration 473: roll_amount: [450642]
Iteration 474: roll_amount: [114234]
Iteration 475: roll_amount: [142658]
Iteration 476: roll_amount: [148730]
Iteration 477: roll_amount: [362798]
Iteration 478: roll_amount: [240841]
Iteration 479: roll_amount: [394251]
Iteration 480: roll_amount: [445099]
Iteration 481: roll_amount: [243436]
Iteration 482: roll_amount: [351973]
Iteration 483: roll_amount: [297964]
Iteration 484: roll_amount: [289135]
Iteration 485: roll_amount: [33301]
Iteration 486: roll_amount: [270536]
Iteration 487: roll_amount: [8677]
Iteration 488: roll_amount: [40523]
Iteration 489: roll_amount: [257944]
Iteration 490: roll_amount: [319852]
Iteration 491: roll_amount: [365163]
Iteration 492: roll_amount: [131310]
Iteration 493: roll_amount: [396551]
Iteration 494: roll_amount: [88111]
Iteration 495: roll_amount: [416963]
Iteration 496: roll_amount: [420085]
Iteration 497: roll_amount: [292273]
Iteration 498: roll_amount: [85348]
Iteration 499: roll_amount: [57009]
Iteration 500: roll_amount: [140954]
Iteration 501: roll_amount: [188199]
Iteration 502: roll_amount: [441748]
Iteration 503: roll_amount: [332539]
Iteration 504: roll_amount: [340163]
Iteration 505: roll_amount: [331452]
Iteration 506: roll_amount: [33816]
Iteration 507: roll_amount: [177383]
Iteration 508: roll_amount: [230313]
Iteration 509: roll_amount: [107816]
Iteration 510: roll_amount: [43431]
Iteration 511: roll_amount: [216918]
Iteration 512: roll_amount: [80011]
Iteration 513: roll_amount: [268279]
Iteration 514: roll_amount: [414971]
Iteration 515: roll_amount: [276944]
Iteration 516: roll_amount: [169798]
Iteration 517: roll_amount: [306081]
Iteration 518: roll_amount: [280265]
Iteration 519: roll_amount: [147246]
Iteration 520: roll_amount: [411460]
Iteration 521: roll_amount: [405413]
Iteration 522: roll_amount: [218221]
Iteration 523: roll_amount: [148828]
Iteration 524: roll_amount: [418416]
Iteration 525: roll_amount: [34414]
Iteration 526: roll_amount: [98262]
Iteration 527: roll_amount: [443978]
Iteration 528: roll_amount: [67683]
Iteration 529: roll_amount: [18284]
Iteration 530: roll_amount: [443405]
Iteration 531: roll_amount: [39244]
Iteration 532: roll_amount: [55367]
Iteration 533: roll_amount: [272022]
Iteration 534: roll_amount: [10198]
Iteration 535: roll_amount: [157825]
Iteration 536: roll_amount: [112885]
Iteration 537: roll_amount: [218053]
Iteration 538: roll_amount: [57227]
Iteration 539: roll_amount: [443978]
Iteration 540: roll_amount: [230288]
Iteration 541: roll_amount: [222998]
Iteration 542: roll_amount: [100880]
Iteration 543: roll_amount: [269223]
Iteration 544: roll_amount: [269644]
Iteration 545: roll_amount: [334362]
Iteration 546: roll_amount: [304490]
Iteration 547: roll_amount: [183335]
Iteration 548: roll_amount: [235303]
Iteration 549: roll_amount: [119131]
Iteration 550: roll_amount: [429590]
Iteration 551: roll_amount: [203515]
Iteration 552: roll_amount: [88974]
Iteration 553: roll_amount: [13533]
Iteration 554: roll_amount: [315582]
Iteration 555: roll_amount: [339986]
Iteration 556: roll_amount: [148111]
Iteration 557: roll_amount: [381843]
Iteration 558: roll_amount: [249331]
Iteration 559: roll_amount: [196668]
Iteration 560: roll_amount: [332455]
Iteration 561: roll_amount: [451198]
Iteration 562: roll_amount: [151822]
Iteration 563: roll_amount: [85978]
Iteration 564: roll_amount: [78216]
Iteration 565: roll_amount: [313482]
Iteration 566: roll_amount: [9546]
Iteration 567: roll_amount: [101196]
Iteration 568: roll_amount: [443491]
Iteration 569: roll_amount: [139146]
Iteration 570: roll_amount: [423564]
Iteration 571: roll_amount: [16644]
Iteration 572: roll_amount: [148464]
Iteration 573: roll_amount: [87123]
Iteration 574: roll_amount: [369734]
Iteration 575: roll_amount: [230566]
Iteration 576: roll_amount: [105481]
Iteration 577: roll_amount: [312776]
Iteration 578: roll_amount: [109342]
Iteration 579: roll_amount: [307648]
Iteration 580: roll_amount: [323654]
Iteration 581: roll_amount: [207952]
Iteration 582: roll_amount: [159656]
Iteration 583: roll_amount: [286003]
Iteration 584: roll_amount: [21520]
Iteration 585: roll_amount: [446642]
Iteration 586: roll_amount: [342403]
Iteration 587: roll_amount: [183200]
Iteration 588: roll_amount: [214744]
Iteration 589: roll_amount: [100590]
Iteration 590: roll_amount: [253758]
Iteration 591: roll_amount: [80549]
Iteration 592: roll_amount: [408661]
Iteration 593: roll_amount: [15763]
Iteration 594: roll_amount: [128106]
Iteration 595: roll_amount: [111349]
Iteration 596: roll_amount: [37042]
Iteration 597: roll_amount: [372625]
Iteration 598: roll_amount: [103832]
Iteration 599: roll_amount: [253635]
Iteration 600: roll_amount: [128328]
Iteration 601: roll_amount: [92110]
Iteration 602: roll_amount: [288476]
Iteration 603: roll_amount: [33154]
Iteration 604: roll_amount: [123827]
Iteration 605: roll_amount: [148676]
Iteration 606: roll_amount: [222986]
Iteration 607: roll_amount: [106085]
Iteration 608: roll_amount: [102245]
Iteration 609: roll_amount: [267668]
Iteration 610: roll_amount: [208956]
Iteration 611: roll_amount: [82110]
Iteration 612: roll_amount: [47962]
Iteration 613: roll_amount: [152174]
Iteration 614: roll_amount: [218882]
Iteration 615: roll_amount: [235876]
Iteration 616: roll_amount: [107194]
Iteration 617: roll_amount: [370519]
Iteration 618: roll_amount: [405410]
Iteration 619: roll_amount: [316713]
Iteration 620: roll_amount: [241353]
Iteration 621: roll_amount: [284777]
Iteration 622: roll_amount: [383946]
Iteration 623: roll_amount: [307677]
Iteration 624: roll_amount: [403512]
Iteration 625: roll_amount: [442402]
Iteration 626: roll_amount: [363902]
Iteration 627: roll_amount: [242208]
Iteration 628: roll_amount: [148176]
Iteration 629: roll_amount: [203940]
Iteration 630: roll_amount: [293711]
Iteration 631: roll_amount: [435596]
Iteration 632: roll_amount: [333359]
Iteration 633: roll_amount: [37772]
Iteration 634: roll_amount: [217958]
Iteration 635: roll_amount: [180409]
Iteration 636: roll_amount: [134867]
Iteration 637: roll_amount: [282880]
Iteration 638: roll_amount: [132646]
Iteration 639: roll_amount: [189614]
Iteration 640: roll_amount: [152406]
Iteration 641: roll_amount: [96825]
Iteration 642: roll_amount: [280157]
Iteration 643: roll_amount: [276212]
Iteration 644: roll_amount: [65170]
Iteration 645: roll_amount: [16425]
Iteration 646: roll_amount: [18474]
Iteration 647: roll_amount: [159517]
Iteration 648: roll_amount: [4021]
Iteration 649: roll_amount: [324711]
ENDING Params Values: [[-2.867171   -0.21550564 -2.2138758   0.59433657 -1.2639631   3.37102
   3.8545945   1.0259213  -1.840382   -2.112273    0.81296706 -1.1165719
  -2.576417    0.31567815  1.5245806   1.6863309   2.4153688   0.9559018 ]]
